291,http://tinyurl.com/jlwsswb,1
309,http://tinyurl.com/z2bepbq,0.66
338,http://tinyurl.com/h9v7sd2,0.66
339,http://tinyurl.com/hblr8nx,1
346,http://tinyurl.com/hqr93k5,1
360,http://tinyurl.com/j7lrzb4,0.8
369,http://tinyurl.com/gn25llj,1
384,http://tinyurl.com/ztb8plr,1
387,http://tinyurl.com/h3k47bd,0
388,http://tinyurl.com/hx5vdoh,0.3
404,http://tinyurl.com/h6d2orz,0.5
423,http://tinyurl.com/j94tv5a,0.5
456,http://tinyurl.com/joumta5,1
530,http://tinyurl.com/jbz8mk9,1
533,http://tinyurl.com/gm7we3d,0
534,http://tinyurl.com/jj8twwx,0
597,http://tinyurl.com/hrpel3w,0.8
624,http://tinyurl.com/jmgtzdm,0.8
8,http://tinyurl.com/zbzt5su,0.8
55,http://tinyurl.com/j9ucl4c,1
68,http://tinyurl.com/gw2hl4f,0.7
269,http://tinyurl.com/h6szc7j,1
292,http://tinyurl.com/gn8btqq,0.7
443,http://tinyurl.com/jemur8j,1
362,http://tinyurl.com/zalzx26,0.5
504,http://tinyurl.com/znaamox,0.7
589,http://tinyurl.com/z7ocstl,1
601,http://tinyurl.com/jrq2lnl,1
53,http://tinyurl.com/hhkcute,1
56,http://tinyurl.com/gmampue,0.7
61,http://tinyurl.com/h86577p,1
88,http://tinyurl.com/hyyh7q6,1
116,http://tinyurl.com/zlhbsmm,1
126,http://tinyurl.com/hqr3l2b,1
213,http://tinyurl.com/gko853v,1
231,http://tinyurl.com/z8hmuzq,1
258,http://tinyurl.com/h97cyl8,1
284,http://tinyurl.com/zddkbma,1
312,http://tinyurl.com/hbz9z5t,0
313,http://tinyurl.com/hm5e3ht,1
314,http://tinyurl.com/j5tfq94,1
323,http://tinyurl.com/gr9sqlc,0.8
356,http://tinyurl.com/he5vxcs,0.6
373,http://tinyurl.com/hpx4wq3,0.8
377,http://tinyurl.com/j359kzy,1
416,http://tinyurl.com/hs6qpu7,1
447,http://tinyurl.com/homwem8,2
495,http://tinyurl.com/zdev3ws,1
536,http://tinyurl.com/z5wy3rl,1
626,http://tinyurl.com/hyn495g,1
158,http://tinyurl.com/jofyqca,0
170,http://tinyurl.com/zzwbv3q,0
396,http://tinyurl.com/ha8ddgu,0
397,http://tinyurl.com/zlrmtbb,0
511,http://tinyurl.com/jmyshf5,0
566,http://tinyurl.com/j6mb8gp,0
609,http://tinyurl.com/j6wvd24,0
5,http://tinyurl.com/hkpnvnx,0.33
12,http://tinyurl.com/jkj9z8e,0.33
92,http://tinyurl.com/h4mpfea,0.33
173,http://tinyurl.com/zjrll8p,0.33
358,http://tinyurl.com/zctqvvo,0.1
400,http://tinyurl.com/h8vvs9f,0.2
403,http://tinyurl.com/hgmk5l6,0.2
411,http://tinyurl.com/hwljbv8,0
