time,project,user,type,url,title,body,assigned,branch,branch_link,wrong_merge_commit,add,del,hash,merged_in_master,is_merge_commit,commit_files,commit_java_files,added_chars,deleted_chars,commit,comment,issue,merge_words,bugfix_words,refac_words,message_length,add_minus_del,total_contrib,total_contrib_pos
2016-08-11 11:23:39,jswingripples,Mario Garrido,commit,http://tinyurl.com/jy64zbg,,Fixed Toggle - size bug.,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,2,1,8ef25c6222d60601854dfdef3bb29605afb2e5ca,True,False,2,2,120,0,1,0,0,0,1,0,24,120,124.8,124.8
2016-08-11 11:08:45,jswingripples,Natalia Vidal,commit,http://tinyurl.com/hxa6rjs,,El nodo muestra la primera línea donde la palabra fue encontrada,,jswingripples/open_node3,http://tinyurl.com/zdf79a3,False,102,25,959e9241b99428e77f3e1842d60c8da0e42f0362,True,False,4,4,2945,295,1,0,0,0,0,0,65,2650,2663.0,2663.0
2016-08-11 11:03:44,jswingripples,Mario Garrido,commit,http://tinyurl.com/zvk8etj,,Extended Theme functionality to ImpactedSetGraph.,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,12,13,4d19f94050216ca10df5a6dcfb415d22eb2c6c88,True,False,3,3,7798,1513,1,0,0,0,0,0,49,6285,6294.8,6294.8
2016-08-11 08:36:56,jswingripples,Mario Garrido,commit,http://tinyurl.com/h6a8oll,,Refactor of modifiers. Extended modifier functionality to ImpactedSetGraph.,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,19,8,edf3da2c4189365be801560758c238d10c8041da,True,False,5,5,2213,318,1,0,0,0,0,1,75,1895,1910.0,1910.0
2016-08-11 08:35:09,TeraCity,Francisco Pulgar,commit,http://tinyurl.com/jtfrnag,,Add coloring to comments,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,10,3,cbc8cedf460ad889d9dafd5f3176bddc39527694,True,False,1,1,428,41,1,0,0,0,0,0,24,387,391.8,391.8
2016-08-11 08:18:11,mochadoom,Javier Zambra,commit,http://tinyurl.com/gra4uz2,,Modo Berserk      Se implementa el modo berserk; el cual se activa a traves de un medikit   que pueden tirar los zombies al morir. Este medikit tiene un porcentaje   mas alto de aparecer en niveles de juego mas bajos. El efecto de tomar   este medikit es entrar en modo berserk; el cual te cura cualquier   envenenamiento; y previene cualquier daño de zombie (ya sea por contacto   o de veneno); por un tiempo limitado (que disminuye tambien a medida que   sube la dificultad).,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,1955,1869,d16a49f147203223f182d9b319c1026155d5f257,True,False,3,3,2341,35,1,0,0,0,0,0,478,2306,2401.6,2401.6
2016-08-11 07:42:05,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/hsjtwzs,,Merge pull request #48 from TeraCityCC4401/AST_Overlay      Merging,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,14523,93,af1846e2c22b30a01b053e600cad57c72fadeb81,True,True,43,34,32960,1004,1,0,0,1,0,0,67,31956,31969.4,31969.4
2016-08-11 07:34:36,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/zgr639s,,Merging with searching,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,2,1,d2cb303769624a34691947f6746af8beb5897fe4,True,False,1,1,35,9,1,0,0,1,0,0,22,26,30.4,30.4
2016-08-11 07:31:44,jswingripples,Mario Garrido,commit,http://tinyurl.com/zzhpgjq,,Style modifiers minor refactor. Added text size changer.,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,87,43,2731e58120f44f08e0d3c8839fca3d39d63ed1e1,True,False,9,9,2992,1599,1,0,0,0,0,1,56,1393,982.9399999999999,1404.2
2016-08-11 07:12:41,TeraCity,Nicolas Bravo,commit,http://tinyurl.com/hu3dvrz,,merge with master,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,895,29,ee8c95c849bd6255a86e40290e12f9503613ea72,True,True,17,16,24345,653,1,0,0,1,0,0,17,23692,23695.4,23695.4
2016-08-11 06:54:19,TeraCity,Nicolas Bravo,commit,http://tinyurl.com/zvd6xsb,,Merge pull request #47 from TeraCityCC4401/reference_search      Reference search,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,715,12,aac600baa06e381f4378814aca1ef1539be5c66a,True,True,14,14,20096,494,1,0,0,1,0,0,81,19602,19618.2,19618.2
2016-08-11 06:50:00,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/zrwx78f,,Optimizing building generation,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,92,35,c01389f46eb1d62f738669033fe9473fefcb7aeb,True,False,2,2,3399,975,1,0,0,0,0,0,30,2424,2430.0,2430.0
2016-08-11 06:24:36,TeraCity,Nicolas Bravo,commit,http://tinyurl.com/z7cvcl6,,búsqueda por referencia y text finalizada; con sus highlights correspondientes,,TeraCity/reference_search,http://tinyurl.com/ju2f4kh,False,223,35,2af548137d96bba2166531d19fb91517e3188e18,True,False,10,10,6966,831,1,0,0,0,0,0,79,6135,6150.8,6150.8
2016-08-11 06:06:11,jswingripples,Mario Garrido,commit,http://tinyurl.com/hscrzhk,,New themes. Made Graph directed.,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,25,17,d1ab71714cf95bdbc825bf214d13c84f1a0d75d6,True,False,3,3,1583,464,1,0,0,0,0,0,32,1119,1125.4,1125.4
2016-08-11 06:03:56,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/htm93p2,,Merge branch 'AST_Overlay' of github.com:TeraCityCC4401/TeraCity into AST_Overlay,,TeraCity/master,http://tinyurl.com/zzwbwhb,True,165,7,d0feb4420a84a7169931af8bf85358879985f85e,True,True,3,3,4511,39,1,0,0,1,0,0,81,4472,4488.2,4488.2
2016-08-11 06:03:36,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/govb84d,,Overlay Styling,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,3,2,47b1494225b6f5d8d881a83bdec638a7c674423c,True,False,2,0,0,0,1,0,0,0,0,0,15,0,3.0,3.0
2016-08-11 05:55:32,TeraCity,Paula Rios,commit,http://tinyurl.com/hchd2om,,added scale parameters to menu,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,165,7,a6863e30d45309d932e470a91db4b324e78592d4,True,False,3,3,4511,39,1,0,0,0,0,0,30,4472,4478.0,4478.0
2016-08-11 05:50:22,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/j6hw69z,,fixing overlay,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,16,2,1aaadfbeacebdd057e455ed82bb5baa9d23f4070,True,False,3,0,0,0,1,0,0,0,1,0,14,0,2.8,2.8
2016-08-11 05:28:43,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/he7wgyk,,Adding cobertura metrics,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,2,2,f7f4efaddb424a3450599085f5983fdb5a0426e8,True,False,1,1,2,2,1,0,0,0,0,0,24,0,4.8,4.8
2016-08-11 05:27:43,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/gt7qot8,,Adding cobertura metrics,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,12,6,9859b472108f47d264eb96fbb4e4f4641ec1447e,True,False,5,5,323,112,1,0,0,0,0,0,24,211,215.8,215.8
2016-08-11 05:05:29,TeraCity,Andres Ferrada,commit,http://tinyurl.com/zsd52av,,Now with report and a few little bugs solved,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,13299,29,a3eaa16f5687ba5a484595c545f30d67dac14e7e,True,False,9,6,677,566,1,0,0,0,1,0,44,111,119.8,119.8
2016-08-11 04:36:17,TeraCity,Francisco Pulgar,commit,http://tinyurl.com/h4qopcv,,Add config file to save path and homedir in a textfile,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,167,8,9f7554ea697a932c6f0c243ea23789777b438a5f,True,False,1,1,4118,0,1,0,0,0,0,0,54,4118,4128.8,4128.8
2016-08-11 04:21:11,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/zn8cse4,,Checking Cobertura Metrics,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,3,2,f4da6ade2aafb1eee1717ebf295f62045407c19f,True,False,3,3,39,60,1,0,0,0,0,0,26,-21,-15.8,5.2
2016-08-11 03:49:25,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/hdw4n8a,,Adding AST metrics to metrics overlay,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,45,15,3adf558900a04c5a292897ccff9a99ce3ce35d6f,True,False,2,2,1419,116,1,0,0,0,0,0,37,1303,1310.4,1310.4
2016-08-11 03:07:21,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/zs4a9hl,,Starting merging of everything,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,15,7,af5ec8df131dc9e6053dd80c1ea94e94add81712,True,False,5,5,556,104,1,0,0,1,0,0,30,452,458.0,458.0
2016-08-11 02:24:14,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/h4htwjl,,Merge branch 'RU04_Code_Metrics' of github.com:TeraCityCC4401/TeraCity into AST_Overlay,,TeraCity/master,http://tinyurl.com/zzwbwhb,True,164,24,fe62f564c28eacf9a290a78e6386ba1885dcf6c5,True,True,19,17,4806,374,1,0,0,1,0,0,87,4432,4449.4,4449.4
2016-08-11 02:17:59,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/jrnfv8g,,Fixing overlay AST metricsview,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,97,11,65fda906e3d5844150b35d6715bd2b1f5fc33c4a,True,False,4,4,2776,363,1,0,0,0,0,0,30,2413,2419.0,2419.0
2016-08-11 02:17:55,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/znkpboz,,Fixing overlay AST metricsview,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,0,0,2003f5d9d145a088c6d8d742bc6d0f18ec861337,True,False,2,2,2220,2220,1,0,0,0,0,0,30,0,6.0,6.0
2016-08-11 01:44:37,jswingripples,Mario Garrido,commit,http://tinyurl.com/z6ftao5,,Added Themes,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,49,1,2012d4cf08cd382bde7fedff5ad49b06a08c6cb8,True,False,2,2,2973,0,1,0,0,0,0,0,12,2973,2975.4,2975.4
2016-08-11 01:08:49,TeraCity,Paula Rios,commit,http://tinyurl.com/zw6nc88,,added missing files,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,51,0,7468601aad1ad181e716debaa91bc79011f1206d,True,False,3,3,1087,0,1,0,0,0,0,0,19,1087,1090.8,1090.8
2016-08-11 00:49:02,TeraCity,Andres Ferrada,commit,http://tinyurl.com/gnk4b4t,,add cobertura metrics to metricManager,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,4,0,93d244ad3a2b6cf33aec3dadeb9c31674fd66e70,True,False,1,1,156,0,1,0,0,0,0,0,38,156,163.6,163.6
2016-08-11 00:29:13,TeraCity,Nicolas Bravo,commit,http://tinyurl.com/jrgdh78,,refactor to have more search by reference visitors,,TeraCity/reference_search,http://tinyurl.com/ju2f4kh,False,98,78,8288ae79a64169daafbaeec0f56d8aa9b8e7c42e,True,False,2,2,2650,2228,1,0,0,0,0,1,50,422,432.0,432.0
2016-08-11 00:13:35,TeraCity,Nicolas Bravo,commit,http://tinyurl.com/jzgall2,,prints deleted,,TeraCity/reference_search,http://tinyurl.com/ju2f4kh,False,3,18,db28704d8b1a1a8f7e8e5045e5986ea356572f76,True,False,1,1,0,495,1,0,0,0,0,0,14,-495,-492.2,2.8
2016-08-11 00:08:27,jswingripples,Mario Garrido,commit,http://tinyurl.com/zrg3xdu,,Added node color palette,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,59,0,73e1aeff558536118f275d037e2dc071df090d7d,True,False,2,2,2207,0,1,0,0,0,0,0,24,2207,2211.8,2211.8
2016-08-10 23:49:14,TeraCity,Paula Rios,commit,http://tinyurl.com/hhkcute,,added metric; registered ast code metrics in CodeMetricManager,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,26,3,a2191bf1fe35b47ca0c1b969e8096ca1e798eb01,True,False,6,6,556,0,1,0,0,0,0,0,62,556,568.4,568.4
2016-08-10 23:47:50,TeraCity,Nicolas Bravo,commit,http://tinyurl.com/jdbzeo8,,Search by reference FROM implemented,,TeraCity/reference_search,http://tinyurl.com/ju2f4kh,False,277,34,a4dd19b8f8c2f000512298c66e5098c0e87ecca6,True,False,11,11,7059,382,1,0,0,0,0,0,36,6677,6684.2,6684.2
2016-08-10 23:25:45,jswingripples,Mario Garrido,commit,http://tinyurl.com/j9ucl4c,,Added Graph Style section: Node size; Toggle text.,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,188,33,1997d7ec51c09e53999f98fc879daf54f8e66f16,True,False,8,8,5351,1159,1,0,0,0,0,0,50,4192,4202.0,4202.0
2016-08-10 23:01:14,mochadoom,Javier Zambra,commit,http://tinyurl.com/gmampue,,Cambios de master en jugador,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,10305,10252,d9b535f791ad9e7b35e6a6afbb20fbfc6e64d59c,True,False,6,5,2410,0,1,0,0,0,0,0,28,2410,1690.9199999999998,2415.6
2016-08-10 22:27:53,mochadoom,Javier Zambra,commit,http://tinyurl.com/h9tokhn,,Cambios de master,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,12142,10910,db1b06fe4bda105d8b944f71789f2837fe587ad8,True,True,67,56,132574,111015,1,0,0,0,0,0,17,21559,21562.4,21562.4
2016-08-10 22:07:55,mochadoom,Javier Zambra,commit,http://tinyurl.com/jfuez65,,Preparación para Modo Berserk,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,11,1,2f659fcb984332c1622c2c8082ca64cdb5665767,True,False,2,2,218,0,1,0,0,0,0,0,30,218,224.0,224.0
2016-08-10 21:59:58,mochadoom,Nicolas Java,commit,http://tinyurl.com/zqkqa8v,,Merge branch 'zombie' of https://github.com/njara/mochadoom,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,15950,15972,27327ac949060e764e7791a5103e40607e7a607e,True,True,29,20,78401,92183,1,0,0,1,0,0,59,-13782,-13770.2,11.8
2016-08-10 21:58:01,logisim,Ismael Alvarez,commit,http://tinyurl.com/hbkbxrl,,solucionanndo errores con las branch,,logisim/rs12-13,http://tinyurl.com/jh3gtrs,False,0,0,18634b44c8d76d3e6b0e1fadc03bf349f1f04ba9,True,True,0,0,0,0,1,0,0,0,0,0,36,0,7.2,7.2
2016-08-10 21:44:49,TeraCity,Nicolas Bravo,commit,http://tinyurl.com/h86577p,,search by reference TO class target and minor fixes,,TeraCity/reference_search,http://tinyurl.com/ju2f4kh,False,161,84,27ab814b086e2705c674e30f3103bccb557dadb5,True,False,6,6,3680,1767,1,0,0,0,1,0,51,1913,1923.2,1923.2
2016-08-10 21:33:48,mochadoom,Nicolas Java,commit,http://tinyurl.com/jhvl3yf,,Merge branch 'Recoil' of https://github.com/njara/mochadoom,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,227,223,bbb553a8aae64e8c1edd6588fa69521048f1b6a5,True,True,3,2,744,286,1,0,0,1,0,0,59,458,469.8,469.8
2016-08-10 21:33:31,mochadoom,Joaquin Torres,commit,http://tinyurl.com/j7m3m7r,,null pointer bugs,,mochadoom/zombie,http://tinyurl.com/jk3hsc8,False,3,3,3c916886e569749dad57d86b925706cc03ca3341,True,False,1,1,37,0,1,0,0,0,1,0,17,37,40.4,40.4
2016-08-10 21:25:23,mochadoom,Nicolas Java,commit,http://tinyurl.com/z6cbk7y,,Implementación Recoil para disparo secundario Shotgun,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,231,246,1c1ac47de9263b2cf74cffcfc12979b4265c70da,True,False,3,2,744,286,1,0,0,0,0,0,54,458,468.8,468.8
2016-08-10 21:07:00,logisim,Ismael Alvarez,commit,http://tinyurl.com/zalr3vt,,agregado incompatibilidad de test con rs12,,logisim/rs12-13,http://tinyurl.com/jh3gtrs,False,375,159,f52a5a7e1f7809af122a42d7d8ecc4bc60823acd,True,False,24,20,217,4732,1,0,0,0,0,0,42,-4515,-4506.6,8.4
2016-08-10 20:56:43,TeraCity,Andres Ferrada,commit,http://tinyurl.com/gslbrhj,,Fixed bug permissions with ubuntu,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,31,6,8a87f19057a88da2c5a889a0da9963f8eebf6487,True,False,9,7,1148,48,1,0,0,0,1,0,33,1100,1106.6,1106.6
2016-08-10 20:18:33,TeraCity,Andres Ferrada,commit,http://tinyurl.com/gp76xun,,Now cobertura command doesnt get stuck on error in test,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,54,17,80574b85f57b933c06727108fa9bebb77401785f,True,False,4,4,1889,356,1,0,0,0,0,0,55,1533,1544.0,1544.0
2016-08-10 19:52:30,mochadoom,Joaquin Torres,commit,http://tinyurl.com/gw2hl4f,,Bengalas atraen a los zombies,,mochadoom/zombie,http://tinyurl.com/jk3hsc8,False,20127,20098,c9ee30e81f956b122bbf5ca280d02ac3813c2a5d,True,False,8,8,965,186,1,0,0,0,0,0,29,779,549.3599999999999,784.8
2016-08-10 16:51:35,logisim,Sergio Penafiel,commit,http://tinyurl.com/zq33omb,,Merge branch 'input2' of http://github.com/IsmaelAlvarez/logisim,,logisim/rs12-13,http://tinyurl.com/jh3gtrs,False,1090,942,e2bea51dbccfd196161f463526275f1aec120f2d,True,True,13,13,16214,14945,1,0,0,1,0,0,64,1269,1281.8,1281.8
2016-08-10 16:38:53,TeraCity,Francisco Pulgar,commit,http://tinyurl.com/zfqjasn,,Add config file to gitignore,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,4,1,59509c8fad182756fe2e0e1c64a4c9806d8b8c77,True,False,1,0,0,0,1,0,0,0,0,0,28,0,5.6,5.6
2016-08-10 16:10:21,logisim,Sergio Penafiel,commit,http://tinyurl.com/j4m2nne,,Graph creation generalizated to non-2-pin components,,logisim/rs12-13,http://tinyurl.com/jh3gtrs,False,1090,942,faeb703d6209f6f1400430edba8293ea3a508f44,True,False,13,13,16214,14945,1,0,0,0,0,0,52,1269,895.58,1279.4
2016-08-10 16:05:02,logisim,Paolo Curotto,commit,http://tinyurl.com/hhgs7ca,,Merge remote-tracking branch 'origin/rs05' into rs05,,logisim/rs05,http://tinyurl.com/zhodm58,True,16,0,c060a6b99caa33921fd8e753470d98ee63fddf1c,False,True,1,1,381,0,1,0,0,1,0,0,52,381,391.4,391.4
2016-08-10 16:04:28,logisim,Paolo Curotto,commit,http://tinyurl.com/gt2gmk2,,comments,,logisim/rs05,http://tinyurl.com/zhodm58,False,3,7,1354f4b7af4f7f43b2becf75e2e92973040a02ef,False,False,2,2,0,190,1,0,0,0,0,0,8,-190,-0.0,1.6
2016-08-10 09:34:02,jswingripples,Mario Garrido,commit,http://tinyurl.com/j9jpgjx,,Style changes; node size proportional to node rank,,jswingripples/style-branch,http://tinyurl.com/gvw5ezn,False,50,7,2b8b7dbb4da5712675d30c28884a7a9d0bd7f1cd,True,False,5,1,2933,12,1,0,0,0,0,0,50,2921,2931.0,2931.0
2016-08-09 23:36:42,TeraCity,Franco Sepulveda,commit,http://tinyurl.com/gsse8zr,,Added Metrics UI; showing mock message,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,137,0,f1d28cd5c3365e47f7829a45642058d7dc8f8c40,True,False,3,2,2531,0,1,0,0,0,0,0,38,2531,2538.6,2538.6
2016-08-09 22:23:44,mochadoom,Matias Haeussler,commit,http://tinyurl.com/h64vmcf,,Merge branch 'master' of https://github.com/njara/mochadoom,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,531,442,0fb7242303b66ca5af4522064a51df9e78dbf587,True,True,9,8,5011,2683,1,0,0,1,0,0,59,2328,2339.8,2339.8
2016-08-09 22:22:19,mochadoom,Matias Haeussler,commit,http://tinyurl.com/hb9nt99,,Aim for head fixed,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,19,49,43c8bbb0dad4c63101f2dcb94f283c24a16ee02d,True,False,5,4,175,1542,1,0,0,0,1,0,18,-1367,-1363.4,3.6
2016-08-09 21:39:15,TeraCity,Eduardo Riveros,commit,http://tinyurl.com/j8aavbz,,Merge branch 'RU04_Code_Metrics' of github.com:TeraCityCC4401/TeraCity into AST_Overlay      Conflicts:   	modules/WorldCodecity/src/main/java/org/terasology/codecity/world/metrics/AST.java   	modules/WorldCodecity/src/main/java/org/terasology/codecity/world/structure/CodeClass.java,,TeraCity/master,http://tinyurl.com/zzwbwhb,True,515,36,d12efa04230df2c24753a974c97db57b16963a2a,True,True,20,18,13152,177,1,0,0,1,0,0,283,12975,13031.6,13031.6
2016-08-09 20:11:48,mochadoom,Matias Haeussler,commit,http://tinyurl.com/hhnuldz,,Merge branch 'Matias',,mochadoom/master,http://tinyurl.com/h4z2gzx,False,83,6,d1c35ae757c5daf748b2c611b734aa83e73019a2,True,True,5,4,2641,44,1,0,0,1,0,0,21,2597,2601.2,2601.2
2016-08-09 19:55:20,mochadoom,Matias Haeussler,commit,http://tinyurl.com/zmeshy7,,Chain and punsh to head with bug,,mochadoom/master,http://tinyurl.com/h4z2gzx,False,83,6,5e464f8b514cd95dfb096ce592b1c4872ae7f81e,True,False,5,4,2641,44,1,0,0,0,1,0,32,2597,2603.4,2603.4
