time,project,user,type,url,title,body,assigned,branch,branch_link,wrong_merge_commit,add,del,hash,merged_in_master,is_merge_commit,commit_files,commit_java_files,added_chars,deleted_chars,commit,comment,issue,merge_words,bugfix_words,refac_words,message_length,add_minus_del,total_contrib,total_contrib_pos
2016-04-14 12:59:48 -0300,TeraCity,Bastian Ermann,commit,url/414db587ea98df1fe79e27a57a1cb0923cf03fe8,,Add popup to add bookmark,,TeraCity/branch,fake_url,,,,414db587ea98df1fe79e27a57a1cb0923cf03fe8,True,False,4,2,805,0,1,0,0,0,0,0,25,805,810.0,810.0
2016-04-14 12:40:25 -0300,TeraCity,Bastian Ermann,commit,url/6e6a06af0f3d773b393ee3bae9ed12798c29b55a,,Add "Add Bookmark" button to bookmarks menu,,TeraCity/branch,fake_url,,,,6e6a06af0f3d773b393ee3bae9ed12798c29b55a,True,False,1,0,0,0,1,0,0,0,0,0,43,0,8.6,8.6
2016-04-12 18:14:19 -0300,TeraCity,Bastian Ermann,commit,url/9f9af0a56496cd7ff0444c2f867f752209208ba7,,Add Bookmarks menu screen without functionality,,TeraCity/branch,fake_url,,,,9f9af0a56496cd7ff0444c2f867f752209208ba7,True,False,3,2,627,0,1,0,0,0,0,0,47,627,636.4,636.4
2016-04-12 13:27:51 -0300,TeraCity,Bastian Ermann,commit,url/971c77b625744b49c173bbf3aa978f88bde7ce21,,Add Bookmarks button to pause menu,,TeraCity/branch,fake_url,,,,971c77b625744b49c173bbf3aa978f88bde7ce21,True,False,2,1,171,0,1,0,0,0,0,0,34,171,177.8,177.8
2016-04-26 16:44:40 -0300,jswingRipples,Manuel Olguin,commit,url/1acb62ec843712de302adb5a6dad3f4154d00d96,,Fix visualization a bit.,,jswingRipples/branch,fake_url,,,,1acb62ec843712de302adb5a6dad3f4154d00d96,True,False,2,1,72,22,1,0,0,0,0,0,24,50,54.8,54.8
2016-04-26 16:21:01 -0300,jswingRipples,Manuel Olguin,commit,url/26b078db3f11a2482fd6b9c5ace3b34a7e1acc6e,,Added CSS to graph viz.,,jswingRipples/branch,fake_url,,,,26b078db3f11a2482fd6b9c5ace3b34a7e1acc6e,True,False,3,2,243,49,1,0,0,0,0,0,23,194,198.6,198.6
2016-04-26 15:48:40 -0300,jswingRipples,Manuel Olguin,commit,url/b2a52ccec9f22b62aac3bf6918ad4f8a1b57bb3f,,Added the Graphstrem UI dependency for prettier graphs,,jswingRipples/branch,fake_url,,,,b2a52ccec9f22b62aac3bf6918ad4f8a1b57bb3f,True,False,2,0,0,0,1,0,0,0,0,0,54,0,10.8,10.8
2016-04-26 15:45:22 -0300,jswingRipples,Manuel Olguin,commit,url/239089bbde9ee11301c9500466f45af94e25c35b,,Implemented simple Graph visualization.,,jswingRipples/branch,fake_url,,,,239089bbde9ee11301c9500466f45af94e25c35b,True,False,3,3,374,520,1,0,0,0,0,0,39,-146,-138.2,7.8
2016-04-26 15:30:57 -0300,jswingRipples,Manuel Olguin,commit,url/5545c99c0604a79ccb4360ce44509c0c6cd3e42e,,Implemented prepareGraph() -> build graph from EIG nodes and edges.,,jswingRipples/branch,fake_url,,,,5545c99c0604a79ccb4360ce44509c0c6cd3e42e,True,False,1,1,795,71,1,0,0,0,0,0,67,724,737.4,737.4
2016-04-26 13:30:38 -0300,jswingRipples,Manuel Olguin,commit,url/45d8100f212972e38423c46212ed25b98001d101,,Starting implementing GraphBuilder class.,,jswingRipples/branch,fake_url,,,,45d8100f212972e38423c46212ed25b98001d101,True,False,1,1,729,0,1,0,0,0,0,0,41,729,737.2,737.2
2016-04-26 13:05:08 -0300,jswingRipples,Manuel Olguin,commit,url/91b415b9d0e73b4fcf79ccb338500fb52ccfb42f,,Added Graph test. To be removed when integration is finished.,,jswingRipples/branch,fake_url,,,,91b415b9d0e73b4fcf79ccb338500fb52ccfb42f,True,False,1,1,540,8,1,0,0,0,0,0,61,532,544.2,544.2
2016-04-26 12:57:21 -0300,jswingRipples,fcoclavero,commit,url/d5db6be8d5e5c1513e7ebeb9ee02c71c1019800e,,Added lucene search library dependency to pom.xml,,jswingRipples/branch,fake_url,,,,d5db6be8d5e5c1513e7ebeb9ee02c71c1019800e,True,False,2,0,0,0,1,0,0,0,0,0,49,0,9.8,9.8
2016-04-26 12:56:42 -0300,jswingRipples,Manuel Olguin,commit,url/2baf56301a8d54db716e32bccc48241e653765c5,,Added Graphstream library (algorithms) to Maven dependencies.,,jswingRipples/branch,fake_url,,,,2baf56301a8d54db716e32bccc48241e653765c5,True,False,2,0,0,0,1,0,0,0,0,0,61,0,12.2,12.2
2016-04-26 12:24:29 -0300,jswingRipples,Manuel Olguin,commit,url/47153ee16d96817bd0c33615572df19e48260afe,,Merge remote-tracking branch 'origin/master',,jswingRipples/branch,fake_url,,,,47153ee16d96817bd0c33615572df19e48260afe,True,True,3,3,998,4,1,0,0,1,0,0,44,994,1002.8,1002.8
2016-04-26 12:24:15 -0300,jswingRipples,Manuel Olguin,commit,url/4efb02c42633a4567743d939be93b4069f05e89c,,Added Graphstream library to Maven dependencies.,,jswingRipples/branch,fake_url,,,,4efb02c42633a4567743d939be93b4069f05e89c,True,False,2,0,0,0,1,0,0,0,0,0,48,0,9.6,9.6
2016-04-26 12:12:11 -0300,jswingRipples,rdelgadov,commit,url/6fb50ea10d3f01fd2fcc4efd8798b2ec55c0cb7f,,finish commit to do the merge,,jswingRipples/branch,fake_url,,,,6fb50ea10d3f01fd2fcc4efd8798b2ec55c0cb7f,True,False,2,2,39,5,1,0,0,1,0,0,29,34,39.8,39.8
2016-04-22 15:27:20 -0300,jswingRipples,rdelgadov,commit,url/fd3e9fd80cb632fcefbeccabaec22739952749f6,,add Import option to the File menu,,jswingRipples/branch,fake_url,,,,fd3e9fd80cb632fcefbeccabaec22739952749f6,True,False,2,2,362,36,1,0,0,0,0,0,34,326,332.8,332.8
2016-04-20 00:48:47 -0300,jswingRipples,rdelgadov,commit,url/7d5043592a3d0e6e1735394ece28390c82fb43d7,,add the label 'Import Project' to the menu File without functionallity,,jswingRipples/branch,fake_url,,,,7d5043592a3d0e6e1735394ece28390c82fb43d7,True,False,1,1,606,0,1,0,0,0,0,0,70,606,620.0,620.0
2016-04-05 11:47:51 -0300,jswingRipples,noahmelto,commit,url/021b0f140082a4fe97fb703d0c73d98292344105,,Delete test.txt,,jswingRipples/branch,fake_url,,,,021b0f140082a4fe97fb703d0c73d98292344105,True,False,1,0,0,0,1,0,0,0,0,0,15,0,3.0,3.0
2016-04-05 10:44:51 -0400,jswingRipples,noahmelto,commit,url/13afcfd2d9a1f6d8bd23de79d99f91ab1a4c2e70,,1er Commit prueba,,jswingRipples/branch,fake_url,,,,13afcfd2d9a1f6d8bd23de79d99f91ab1a4c2e70,True,False,1,0,0,0,1,0,0,0,0,0,17,0,3.4,3.4
2016-04-27 17:23:19 -0300,logisim,Nicolas Caracci,commit,url/a4b9f76d39dbb99e9a14e85984c62a4bb8c0325e,,Resistencia guarda su direccion al moverse,,logisim/branch,fake_url,,,,a4b9f76d39dbb99e9a14e85984c62a4bb8c0325e,True,False,1,1,171,0,1,0,0,0,0,0,42,171,179.4,179.4
2016-04-27 17:20:56 -0300,logisim,Sergio,commit,url/a0775876ff630a83f7f9fddffe98d27b0489ae7c,,ID en Capacitores,,logisim/branch,fake_url,,,,a0775876ff630a83f7f9fddffe98d27b0489ae7c,True,False,5,5,1216,750,1,0,0,0,0,0,17,466,469.4,469.4
2016-04-27 16:05:00 -0300,logisim,IsmaelAlvarez,commit,url/0953d5355dca7044b651c1f246314842af7d1674,,Solucionado problema con gradle/maven,,logisim/branch,fake_url,,,,0953d5355dca7044b651c1f246314842af7d1674,True,False,1,0,0,0,1,0,0,0,0,0,37,0,7.4,7.4
2016-04-26 13:28:26 -0300,logisim,Sergio,commit,url/3072b34685e0516e5dce1ce21d04aaa3579619fd,,Capacitor     Incio del Manejo del tiempo,,logisim/branch,fake_url,,,,3072b34685e0516e5dce1ce21d04aaa3579619fd,True,False,29,25,21799,4632,1,0,0,0,0,0,41,17167,17175.2,17175.2
2016-04-26 12:05:02 -0300,logisim,Nicolas Caracci,commit,url/f4a4224d224c44b831e92a950e7edd7286f63ad3,,Agregada opcion para cambiar orientacion de led,,logisim/branch,fake_url,,,,f4a4224d224c44b831e92a950e7edd7286f63ad3,True,False,2,2,77,0,1,0,0,0,0,0,47,77,86.4,86.4
2016-04-20 17:32:54 -0300,logisim,Nicolas Caracci,commit,url/8686362b19178c691c82ac1b8f7e78952690de2a,,Resistencia bidireccional     hay que resetear la simulacion para que funcione.,,logisim/branch,fake_url,,,,8686362b19178c691c82ac1b8f7e78952690de2a,True,False,1,1,436,0,1,0,0,0,0,0,79,436,451.8,451.8
2016-04-20 17:03:31 -0300,logisim,Nicolas Caracci,commit,url/8a47014d8ccd6097bed3e1a11dbe22605f1d27f1,,Merge branch 'resistencia_voltage' of https://github.com/IsmaelAlvarez/logisim into resistencia_voltage,,logisim/branch,fake_url,,,,8a47014d8ccd6097bed3e1a11dbe22605f1d27f1,True,True,11,11,5074,2162,1,0,0,1,0,0,103,2912,2932.6,2932.6
2016-04-20 16:23:26 -0300,logisim,Nicolas Caracci,commit,url/fd9c31e003353e2a3a1fcf1e91a82a8912622db7,,Agregar resistencia a state,,logisim/branch,fake_url,,,,fd9c31e003353e2a3a1fcf1e91a82a8912622db7,True,False,2,2,413,354,1,0,0,0,0,0,27,59,64.4,64.4
2016-04-19 19:56:32 -0300,logisim,Vicente Rotman,commit,url/bc64a6c208e7a69df971d05ee59ed17ac22f20ea,,Fix integration conflicts,,logisim/branch,fake_url,,,,bc64a6c208e7a69df971d05ee59ed17ac22f20ea,True,True,1,1,34,0,1,0,0,1,0,0,25,34,39.0,39.0
2016-04-19 13:22:12 -0300,logisim,Vicente Rotman,commit,url/228e5a5ce9040b59dc3308e6324f46ef0f100747,,Se cambiaron los atributos del factory a la instance y se calcula resistencia total en serie,,logisim/branch,fake_url,,,,228e5a5ce9040b59dc3308e6324f46ef0f100747,True,False,9,9,5042,2346,1,0,0,0,0,0,92,2696,2714.4,2714.4
2016-04-14 13:07:08 -0300,logisim,Sergio,commit,url/630f5c4d475f314e3b4cc599350d6131362f1a77,,Minor bug fixes,,logisim/branch,fake_url,,,,630f5c4d475f314e3b4cc599350d6131362f1a77,True,False,5,5,636,1221,1,0,0,0,1,0,15,-585,-582.0,3.0
2016-04-14 12:51:51 -0300,logisim,Nicolas Caracci,commit,url/0664ac361841fe954ffd48a64f70f738eb8b9d39,,Cambiar valores de voltaje y corriente a double     reducir la corriente constante,,logisim/branch,fake_url,,,,0664ac361841fe954ffd48a64f70f738eb8b9d39,True,False,2,2,131,30,1,0,0,0,0,0,82,101,117.4,117.4
2016-04-14 12:16:47 -0300,logisim,Nicolas Caracci,commit,url/3d6956ad0258b55e96cbf09a17f0323941077a79,,Resistencia envia voltaje de salida y avisa si se quema,,logisim/branch,fake_url,,,,3d6956ad0258b55e96cbf09a17f0323941077a79,True,False,3,3,254,176,1,0,0,0,0,0,55,78,89.0,89.0
2016-04-13 23:16:00 -0300,logisim,Sergio,commit,url/5d41e1e03092c204bf172976bb4c677d17b2c93d,,Added state and menu items for analog simulation,,logisim/branch,fake_url,,,,5d41e1e03092c204bf172976bb4c677d17b2c93d,True,False,17,12,46685,1464,1,0,0,0,0,0,48,45221,45230.6,45230.6
2016-04-13 08:51:07 -0300,logisim,Nicolas Caracci,commit,url/8f654c9bb3ada7e95027b1ade0137fb42d556f23,,Merge branch 'voltage' of https://github.com/IsmaelAlvarez/logisim into resistencia_voltage,,logisim/branch,fake_url,,,,8f654c9bb3ada7e95027b1ade0137fb42d556f23,True,True,14,12,10229,1955,1,0,0,1,0,0,91,8274,8292.2,8292.2
2016-04-13 08:45:06 -0300,logisim,Nicolas Caracci,commit,url/46fe589d056fae952f51ab2bc3d7e79479f1cfb9,,Resistor ends voltage,,logisim/branch,fake_url,,,,46fe589d056fae952f51ab2bc3d7e79479f1cfb9,True,False,11,9,40187,38,1,0,0,0,0,0,21,40149,40153.2,40153.2
2016-04-12 13:21:37 -0300,logisim,Vicente Rotman,commit,url/b2f1eb92a3372dea48c6720ff9464e5b41ab76d3,,Change voltage data to value,,logisim/branch,fake_url,,,,b2f1eb92a3372dea48c6720ff9464e5b41ab76d3,True,False,5,5,207,321,1,0,0,0,0,0,28,-114,-108.4,5.6
2016-04-12 13:12:08 -0300,logisim,Vicente Rotman,commit,url/e1b056dcd6c686fc0d3b38a2885b70da0d23a24e,,Add Resitance and Resistance multiplier values,,logisim/branch,fake_url,,,,e1b056dcd6c686fc0d3b38a2885b70da0d23a24e,True,False,4,4,6163,216,1,0,0,0,0,0,46,5947,5956.2,5956.2
2016-04-12 12:35:57 -0300,logisim,Vicente Rotman,commit,url/0f5a9ec948b0e15ded08e3870d3ea00017de151f,,Set voltage range between 4V - 20V,,logisim/branch,fake_url,,,,0f5a9ec948b0e15ded08e3870d3ea00017de151f,True,False,2,2,831,0,1,0,0,0,0,0,34,831,837.8,837.8
2016-04-12 12:18:35 -0300,logisim,Vicente Rotman,commit,url/81bb3ab8f6712ebf28391c43557d428ac89d3dc0,,Add voltage to value,,logisim/branch,fake_url,,,,81bb3ab8f6712ebf28391c43557d428ac89d3dc0,True,False,22,18,42869,1917,1,0,0,0,0,0,20,40952,40956.0,40956.0
2016-04-07 13:11:14 -0300,logisim,Nicolas Caracci,commit,url/f8291b1448a17cfca9d2aec64a5f519be0cf4598,,Resitencia entrega lo mismo que recibe,,logisim/branch,fake_url,,,,f8291b1448a17cfca9d2aec64a5f519be0cf4598,True,False,1,1,324,34,1,0,0,0,0,0,38,290,297.6,297.6
